Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201500006101,15,6,10,2130,2,1,1,1,6,196,,M,4806441.0,686272.0,880
201500053492,15,6,16,1010,1,2,3,1,4,114,"147, AVENUE DU MAINE",,,,750
201500019755,15,1,6,1515,1,1,1,2,6,187,,M,4719274.0,-202382.0,440
201500043970,15,9,2,1235,1,2,1,1,3,637,AV BORIS VIAN,M,4903240.0,201569.0,950
201500017151,15,1,15,815,1,2,1,6,1,584,RUE JEAN MOULIN,M,4921696.0,241965.0,600
201500045037,15,12,21,1900,2,1,1,2,4,69,A4,M,4881730.0,242929.0,940
201500000907,15,4,23,400,3,1,1,1,7,126,,M,4794733.0,-177355.0,350
201500037668,15,10,1,720,1,2,2,1,3,12,"1, ANDRE MALRAUX (ROND P",,,,920
201500050655,15,9,18,1630,1,2,2,3,3,102,"17, RUE DU QUATRE SEPTEM",,,,750
201500039970,15,2,8,240,5,2,1,2,4,8,"2-24, BARBUSSE (AVENUE H",,,,930
201500023357,15,4,22,805,1,2,3,1,1,63,RUE DES POILUS 1914-1918,M,4481710.0,-56873.0,330
201500006753,15,1,16,1215,1,1,1,5,6,395,,M,4738991.0,458048.0,210
201500023194,15,6,23,1630,1,1,1,1,6,529,RN 250 (OUSTALET),M,4461833.0,-112555.0,330
201500012972,15,10,18,720,3,1,1,2,7,145,D991 ( VALLEE DE LA DOUR,M,4410130.0,311744.0,120
201500003915,15,8,23,515,3,1,1,8,6,401,,M,4319500.0,10900.0,650
201500048687,15,7,7,2050,2,2,1,1,7,388,"82, ETATS UNIS (DES)",,,,690
201500032495,15,1,7,2355,5,2,1,1,6,224,SIPHON (RUE DU),M,4774925.0,732891.0,680
201500019539,15,5,11,1405,1,2,3,1,3,306,ALSACE LORRAINE (D'),M,4562642.0,-102945.0,170
201500010526,15,1,25,1115,1,2,1,7,6,12,"CORNICHE (MOYENNE, N? 1",,,,60
201500051529,15,1,9,745,1,2,1,2,6,116,"8, QUAI SAINT EXUPERY",,,,750
201500052006,15,8,8,340,5,2,5,1,2,101,"2, QUAI DU LOUVRE",,,,750
201500016431,15,7,17,1110,1,2,2,1,3,118,JUIN (BOULEVARD MARECHAL,M,4919680.0,-39677.0,140
201500042612,15,2,13,1935,4,2,2,2,6,43,"106, EDMONT MICHELET (R)",,,,940
201500019115,15,3,20,1945,5,1,2,1,3,5,,M,0.0,0.0,740
201500003026,15,3,12,2115,3,1,1,2,6,213,,M,4641939.0,4923.0,860
201500041648,15,11,11,1505,1,2,1,1,6,59,"149, ELYSEE RECLUS (AVEN",,,,930
201500036519,15,8,15,745,1,2,1,2,6,21,DIVISION LECLERC (AVENUE,,,,910
201500035642,15,3,26,1620,1,1,1,1,6,214,GENCAY (ROUTE DE),M,0.0,0.0,860
201500029044,15,9,9,1615,1,2,4,1,3,121,", COUEDIC (RUE  DU )",M,4774982.0,-336342.0,560
201500042860,15,4,28,800,1,2,9,7,3,34,"., PAIX (AV DE LA)",,,,940
201500044759,15,7,17,1230,1,1,1,1,4,17,A4,M,4882650.0,252131.0,940
201500041682,15,5,7,1210,1,2,1,1,4,78,"178, BALLANGER (BD ROBER",,,,930
201500007268,15,3,4,1015,1,1,1,1,3,19,,M,4759300.0,610100.0,700
201500049320,15,11,19,820,1,1,1,1,2,118,Autoroute A.351,,,,670
201500002727,15,1,14,745,2,1,3,1,3,36,,M,4362415.0,-137978.0,400
201500000613,15,7,1,1700,1,1,6,1,4,357,,M,4959475.0,26597.0,760
201500012702,15,3,24,2045,3,1,1,1,3,237,,M,0.0,0.0,670
201500010014,15,8,6,1110,1,2,1,1,3,123,"257, SAUVAIGO PIERRE AVE",,,,60
201500027058,15,10,12,1045,1,2,2,1,2,184,"31, GAULLE (RUE DU GAL D",M,4727387.0,-221100.0,440
201500017355,15,12,3,1800,5,2,3,1,3,689,D6,M,4899150.0,-48478.0,140
201500001567,15,4,4,1735,1,2,3,2,1,53,"0, MOUTHIER ( RUE LOUIS)",M,4618488.0,523802.0,10
201500005673,15,12,3,1325,1,2,1,1,1,190,"41, REGEMORTES (RUE)",,,,30
201500041362,15,7,11,1930,1,2,1,1,3,66,COURNEUVE (ROUTE),,,,930
201500027834,15,3,13,410,5,2,1,1,2,129,BD G LE CONQUERANT,M,4964100.0,-163686.0,500
201500051725,15,7,17,1820,1,2,2,1,3,116,"77, RUE D AUTEUIL",,,,750
201500055256,15,7,26,1545,1,2,2,3,3,119,"86, RUE BOTZARIS",,,,750
201500013836,15,1,22,1845,5,2,3,1,6,55,"41, VOI LA CANEBIERE",M,4329638.0,537765.0,130
201500049864,15,2,19,915,1,1,1,1,4,144,A57,M,4314263.0,600847.0,830
201500053334,15,11,24,800,1,2,3,1,6,113,"16, BOULEVARD ARAGO",,,,750
201500012008,15,3,1,1115,1,1,1,1,2,113,,M,0.0,0.0,60
201500055999,15,10,15,2028,5,2,5,1,3,116,"56, AVENUE MARCEAU",,,,750
201500022205,15,12,12,205,5,2,6,1,7,189,ALLENDE SALVADOR (RUE),M,4382205.0,436499.0,300
201500015154,15,9,22,1700,1,2,1,1,3,55,"00, LUMINY (AVENUE DE)",M,4323559.0,543581.0,130
201500018875,15,4,20,1015,1,2,3,1,3,371,grande rue,M,4724500.0,587000.0,250
201500011211,15,12,19,1715,5,2,1,1,3,88,"8, CARABACEL (BD)",M,4370343.0,727648.0,60
201500007641,15,9,15,1600,1,1,1,1,5,94,,M,4378200.0,587500.0,40
201500017194,15,9,4,630,2,2,1,1,6,603,rue saint medard,M,4958627.0,305143.0,600
201500045322,15,3,29,1715,1,1,1,2,6,394,AUTOROUTE A115,,,,950
201500001222,15,11,20,1930,3,1,1,8,6,53,,M,4769150.0,-257653.0,560
201500022347,15,4,30,1835,1,2,6,1,3,483,GASCOGNE (ALLEE DE ),M,4311289.0,72088.0,310
201500009763,15,2,27,1015,1,2,1,7,6,214,"27, R MARECHAL LECLERC",M,4497692.0,-107554.0,330
201500035373,15,9,23,1140,1,2,3,1,3,137,"0, SAINTE ANNE (BD / RUE",M,4313464.0,593208.0,830
201500043108,15,9,24,1730,1,2,1,1,3,46,"149, REPUBLIQUE (AV DE L",,,,940
201500013910,15,4,21,2030,1,2,2,1,3,75,"00, FRÉDÉRIC CHEVILLON (",M,4334747.0,546376.0,130
201500007028,15,11,15,1700,1,2,1,1,6,156,,M,4799693.0,357718.0,890
201500027022,15,5,5,900,1,2,3,1,3,184,LESSEPS (AVENUE DE),M,4727285.0,-221855.0,440
201500003426,15,10,9,1100,2,2,1,1,6,123,29 AV P.ET M. CURIE,M,4516850.0,155760.0,190
201500047405,15,9,29,810,1,1,1,1,3,687,AUTOROUTE A6,,,,910
201500044420,15,8,10,1417,1,2,3,1,6,4,NAPOLEON COURS APRES BEV,M,4192816.0,873859.0,201
201500044715,15,6,19,829,1,1,1,1,2,51,A4,M,4883580.0,256042.0,930
201500037902,15,3,11,2005,5,2,3,1,3,24,"54-56, VICTOR HUGO (BD)",,,,920
201500014505,15,6,15,1550,1,2,1,1,6,55,"11, FRÉDÉRIC CHEVILLON (",M,4330071.0,538550.0,130
201500036579,15,12,26,930,1,2,4,1,3,27,SEMBAT (AVENUE MARCEL),M,4870777.0,237899.0,910
201500036474,15,5,11,829,1,2,1,1,6,21,CASSIN RENE (RUE),,,,910
201500003789,15,4,11,1500,1,1,2,1,3,406,,M,4368910.0,82621.0,320
201500004071,15,10,26,1730,1,1,1,1,1,148,,M,0.0,0.0,820
201500037670,15,10,5,2200,5,2,2,2,6,12,"36, SILLY (RUE DE) 1/87",,,,920
